É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2022/11/05 05:40:39

,ã˙òH,ã˙òH,ã˙òH,ã˙òH,ã˙òH,ã˙òH,ã˙òH
2022/8/19 3:00:00,16.1,8,1,1.0,0,8,1
2022/8/19 4:00:00,15.9,8,1,3.5,0,8,1
2022/8/19 5:00:00,16.0,8,1,2.0,0,8,1
2022/8/19 6:00:00,16.4,8,1,1.0,0,8,1
2022/8/19 7:00:00,16.7,8,1,1.0,0,8,1
2022/8/19 8:00:00,17.1,8,1,0.5,0,8,1
2022/8/19 9:00:00,17.4,8,1,0.0,0,8,1
2022/8/19 10:00:00,17.9,8,1,0.0,0,8,1
2022/8/19 11:00:00,18.2,8,1,0.0,0,8,1
2022/8/19 12:00:00,19.6,8,1,0.0,0,8,1
2022/8/19 13:00:00,20.4,8,1,0.0,0,8,1
2022/8/19 14:00:00,20.8,8,1,0.0,0,8,1
2022/8/19 15:00:00,20.8,8,1,0.0,0,8,1
2022/8/19 16:00:00,20.8,8,1,0.0,0,8,1
2022/8/19 17:00:00,21.1,8,1,0,1,8,1
2022/8/19 18:00:00,20.0,8,1,0,1,8,1
2022/8/19 19:00:00,18.9,8,1,0,1,8,1
2022/8/19 20:00:00,18.4,8,1,0,1,8,1
2022/8/19 21:00:00,18.0,8,1,0,1,8,1
2022/8/19 22:00:00,17.3,8,1,0,1,8,1
2022/8/19 23:00:00,17.6,8,1,0,1,8,1
2022/8/20 00:00:00,17.1,8,1,0,1,8,1
2022/8/20 1:00:00,16.5,8,1,0,1,8,1
2022/8/20 2:00:00,17.2,8,1,0,1,8,1
2022/8/20 3:00:00,16.9,8,1,0,1,8,1
2022/8/20 4:00:00,16.4,8,1,0,1,8,1
2022/8/20 5:00:00,17.5,8,1,0,1,8,1
2022/8/20 6:00:00,17.9,8,1,0,1,8,1
2022/8/20 7:00:00,19.3,8,1,0,1,8,1
2022/8/20 8:00:00,19.3,8,1,0,1,8,1
2022/8/20 9:00:00,20.2,8,1,0,1,8,1
2022/8/20 10:00:00,20.7,8,1,0,1,8,1
2022/8/20 11:00:00,20.5,8,1,0.0,0,8,1
2022/8/20 12:00:00,22.3,8,1,0.0,0,8,1
2022/8/20 13:00:00,21.7,8,1,0,1,8,1
2022/8/20 14:00:00,21.2,8,1,0,1,8,1
2022/8/20 15:00:00,19.8,8,1,0.0,0,8,1
2022/8/20 16:00:00,19.3,8,1,0.5,0,8,1
2022/8/20 17:00:00,18.4,8,1,0.5,0,8,1
2022/8/20 18:00:00,19.2,8,1,0.0,0,8,1
2022/8/20 19:00:00,19.3,8,1,0,1,8,1
2022/8/20 20:00:00,18.9,8,1,0,1,8,1
2022/8/20 21:00:00,19.0,8,1,0,1,8,1
2022/8/20 22:00:00,19.5,8,1,0,1,8,1
2022/8/20 23:00:00,19.1,8,1,0,1,8,1
2022/8/21 00:00:00,19.0,8,1,0,1,8,1
2022/8/21 1:00:00,18.8,8,1,0,1,8,1
2022/8/21 2:00:00,18.4,8,1,0.0,0,8,1
2022/8/21 3:00:00,18.1,8,1,0,1,8,1
2022/8/21 4:00:00,18.3,8,1,0.5,0,8,1
2022/8/21 5:00:00,18.0,8,1,0,1,8,1
2022/8/21 6:00:00,18.5,8,1,0,1,8,1
2022/8/21 7:00:00,18.5,8,1,0,1,8,1
2022/8/21 8:00:00,19.0,8,1,0,1,8,1
2022/8/21 9:00:00,21.7,8,1,0,1,8,1
2022/8/21 10:00:00,18.6,8,1,0,1,8,1
2022/8/21 11:00:00,20.4,8,1,0,1,8,1
2022/8/21 12:00:00,22.0,8,1,0,1,8,1
2022/8/21 13:00:00,22.2,8,1,0,1,8,1
2022/8/21 14:00:00,22.2,8,1,0,1,8,1
2022/8/21 15:00:00,22.4,8,1,0,1,8,1
2022/8/21 16:00:00,22.7,8,1,0,1,8,1
2022/8/21 17:00:00,22.0,8,1,0,1,8,1
2022/8/21 18:00:00,21.4,8,1,0,1,8,1
2022/8/21 19:00:00,21.1,8,1,0,1,8,1
2022/8/21 20:00:00,20.9,8,1,0,1,8,1
2022/8/21 21:00:00,19.5,8,1,0,1,8,1
2022/8/21 22:00:00,18.8,8,1,0,1,8,1
2022/8/21 23:00:00,18.5,8,1,0,1,8,1
2022/8/22 00:00:00,18.1,8,1,0,1,8,1
2022/8/22 1:00:00,16.8,8,1,0,1,8,1
2022/8/22 2:00:00,16.2,8,1,0,1,8,1
2022/8/22 3:00:00,16.1,8,1,0,1,8,1
2022/8/22 4:00:00,15.2,8,1,0,1,8,1
2022/8/22 5:00:00,15.5,8,1,0,1,8,1
2022/8/22 6:00:00,15.4,8,1,0,1,8,1
2022/8/22 7:00:00,18.1,8,1,0,1,8,1
2022/8/22 8:00:00,21.7,8,1,0,1,8,1
2022/8/22 9:00:00,24.4,8,1,0,1,8,1
2022/8/22 10:00:00,24.3,8,1,0,1,8,1
2022/8/22 11:00:00,20.8,8,1,0,1,8,1
2022/8/22 12:00:00,22.6,8,1,0,1,8,1
2022/8/22 13:00:00,21.9,8,1,0,1,8,1
2022/8/22 14:00:00,22.0,8,1,0,1,8,1
2022/8/22 15:00:00,21.1,8,1,0,1,8,1
2022/8/22 16:00:00,21.8,8,1,0,1,8,1
2022/8/22 17:00:00,21.5,8,1,0,1,8,1
2022/8/22 18:00:00,20.3,8,1,0,1,8,1
2022/8/22 19:00:00,20.7,8,1,0,1,8,1
2022/8/22 20:00:00,20.1,8,1,0,1,8,1
2022/8/22 21:00:00,20.3,8,1,0,1,8,1
2022/8/22 22:00:00,20.0,8,1,0,1,8,1
2022/8/22 23:00:00,20.2,8,1,0,1,8,1
2022/8/23 00:00:00,19.5,8,1,0.0,0,8,1
2022/8/23 1:00:00,19.6,8,1,0.0,0,8,1
2022/8/23 2:00:00,21.1,8,1,0.0,0,8,1
2022/8/23 3:00:00,21.6,8,1,0,1,8,1
2022/8/23 4:00:00,21.7,8,1,0.0,0,8,1
2022/8/23 5:00:00,20.3,8,1,0.0,0,8,1
2022/8/23 6:00:00,20.1,8,1,0.0,0,8,1
2022/8/23 7:00:00,20.3,8,1,0,1,8,1
2022/8/23 8:00:00,19.9,8,1,0,1,8,1
2022/8/23 9:00:00,20.5,8,1,0,1,8,1
2022/8/23 10:00:00,20.9,8,1,0,1,8,1
2022/8/23 11:00:00,21.1,8,1,0,1,8,1
2022/8/23 12:00:00,20.8,8,1,0,1,8,1
2022/8/23 13:00:00,20.7,8,1,0.0,0,8,1
2022/8/23 14:00:00,21.4,8,1,0,1,8,1
2022/8/23 15:00:00,20.4,8,1,0,1,8,1
2022/8/23 16:00:00,20.1,8,1,0.0,0,8,1
2022/8/23 17:00:00,20.3,8,1,0.0,0,8,1
2022/8/23 18:00:00,19.7,8,1,0.0,0,8,1
2022/8/23 19:00:00,20.1,8,1,0,1,8,1
2022/8/23 20:00:00,19.8,8,1,0,1,8,1
2022/8/23 21:00:00,18.7,8,1,0,1,8,1
2022/8/23 22:00:00,18.7,8,1,0,1,8,1
2022/8/23 23:00:00,18.7,8,1,0,1,8,1
2022/8/24 00:00:00,20.3,8,1,0,1,8,1
2022/8/24 1:00:00,19.4,8,1,0,1,8,1
2022/8/24 2:00:00,20.4,8,1,0,1,8,1
2022/8/24 3:00:00,20.5,8,1,0,1,8,1
2022/8/24 4:00:00,20.7,8,1,0,1,8,1
2022/8/24 5:00:00,19.8,8,1,0,1,8,1
2022/8/24 6:00:00,19.4,8,1,0,1,8,1
2022/8/24 7:00:00,19.7,8,1,0,1,8,1
2022/8/24 8:00:00,20.9,8,1,0,1,8,1
2022/8/24 9:00:00,22.2,8,1,0,1,8,1
2022/8/24 10:00:00,21.8,8,1,0,1,8,1
2022/8/24 11:00:00,24.0,8,1,0,1,8,1
2022/8/24 12:00:00,24.3,8,1,0,1,8,1
2022/8/24 13:00:00,23.9,8,1,0,1,8,1
2022/8/24 14:00:00,24.4,8,1,0,1,8,1
2022/8/24 15:00:00,24.6,8,1,0,1,8,1
2022/8/24 16:00:00,24.0,8,1,0,1,8,1
2022/8/24 17:00:00,20.8,8,1,0,1,8,1
2022/8/24 18:00:00,20.8,8,1,0,1,8,1
2022/8/24 19:00:00,20.9,8,1,0,1,8,1
2022/8/24 20:00:00,20.5,8,1,0,1,8,1
2022/8/24 21:00:00,19.6,8,1,0,1,8,1
2022/8/24 22:00:00,18.8,8,1,0,1,8,1
2022/8/24 23:00:00,17.8,8,1,0,1,8,1
2022/8/25 00:00:00,17.6,8,1,0,1,8,1
2022/8/25 1:00:00,16.8,8,1,0,1,8,1
2022/8/25 2:00:00,16.3,8,1,0,1,8,1
2022/8/25 3:00:00,15.8,8,1,0,1,8,1
2022/8/25 4:00:00,15.9,8,1,0,1,8,1
2022/8/25 5:00:00,15.8,8,1,0,1,8,1
2022/8/25 6:00:00,16.8,8,1,0,1,8,1
2022/8/25 7:00:00,17.8,8,1,0,1,8,1
2022/8/25 8:00:00,20.5,8,1,0,1,8,1
2022/8/25 9:00:00,22.9,8,1,0,1,8,1
2022/8/25 10:00:00,24.0,8,1,0,1,8,1
2022/8/25 11:00:00,23.7,8,1,0,1,8,1
2022/8/25 12:00:00,24.3,8,1,0,1,8,1
2022/8/25 13:00:00,23.9,8,1,0,1,8,1
2022/8/25 14:00:00,23.0,8,1,0,1,8,1
2022/8/25 15:00:00,22.7,8,1,0,1,8,1
2022/8/25 16:00:00,21.7,8,1,0,1,8,1
2022/8/25 17:00:00,21.3,8,1,0,1,8,1
2022/8/25 18:00:00,19.9,8,1,0,1,8,1
2022/8/25 19:00:00,19.3,8,1,0,1,8,1
2022/8/25 20:00:00,19.4,8,1,0,1,8,1
2022/8/25 21:00:00,19.5,8,1,0,1,8,1
2022/8/25 22:00:00,19.4,8,1,0,1,8,1
2022/8/25 23:00:00,18.8,8,1,0,1,8,1
2022/8/26 00:00:00,18.4,8,1,0,1,8,1
2022/8/26 1:00:00,18.2,8,1,0,1,8,1
2022/8/26 2:00:00,18.3,8,1,0,1,8,1
2022/8/26 3:00:00,18.2,8,1,0.0,0,8,1
2022/8/26 4:00:00,18.6,8,1,0.0,0,8,1
2022/8/26 5:00:00,18.4,8,1,0.0,0,8,1
2022/8/26 6:00:00,18.4,8,1,0.0,0,8,1
2022/8/26 7:00:00,18.4,8,1,0.0,0,8,1
2022/8/26 8:00:00,19.3,8,1,0.0,0,8,1
2022/8/26 9:00:00,19.6,8,1,0.0,0,8,1
2022/8/26 10:00:00,19.7,8,1,0,1,8,1
2022/8/26 11:00:00,19.7,8,1,0.0,0,8,1
2022/8/26 12:00:00,20.0,8,1,0.0,0,8,1
2022/8/26 13:00:00,20.4,8,1,0.0,0,8,1
2022/8/26 14:00:00,20.7,8,1,0.0,0,8,1
2022/8/26 15:00:00,19.9,8,1,0,1,8,1
2022/8/26 16:00:00,19.4,8,1,0,1,8,1
2022/8/26 17:00:00,19.6,8,1,0,1,8,1
2022/8/26 18:00:00,19.1,8,1,0,1,8,1
2022/8/26 19:00:00,18.6,8,1,0,1,8,1
2022/8/26 20:00:00,19.0,8,1,0,1,8,1
2022/8/26 21:00:00,18.2,8,1,0,1,8,1
2022/8/26 22:00:00,18.2,8,1,0,1,8,1
2022/8/26 23:00:00,18.2,8,1,0,1,8,1
2022/8/27 00:00:00,18.5,8,1,0,1,8,1
2022/8/27 1:00:00,18.1,8,1,0,1,8,1
2022/8/27 2:00:00,18.1,8,1,0,1,8,1
2022/8/27 3:00:00,17.8,8,1,0,1,8,1
2022/8/27 4:00:00,17.3,8,1,0,1,8,1
2022/8/27 5:00:00,17.5,8,1,0,1,8,1
2022/8/27 6:00:00,17.9,8,1,0.5,0,8,1
2022/8/27 7:00:00,18.3,8,1,0.5,0,8,1
2022/8/27 8:00:00,18.1,8,1,0.0,0,8,1
2022/8/27 9:00:00,18.6,8,1,0.0,0,8,1
2022/8/27 10:00:00,19.0,8,1,0.0,0,8,1
2022/8/27 11:00:00,18.9,8,1,1.0,0,8,1
2022/8/27 12:00:00,19.0,8,1,1.0,0,8,1
2022/8/27 13:00:00,19.5,8,1,8.0,0,8,1
2022/8/27 14:00:00,19.4,8,1,7.0,0,8,1
2022/8/27 15:00:00,19.1,8,1,2.5,0,8,1
2022/8/27 16:00:00,19.0,8,1,3.0,0,8,1
2022/8/27 17:00:00,18.7,8,1,3.0,0,8,1
2022/8/27 18:00:00,18.6,8,1,0.0,0,8,1
2022/8/27 19:00:00,18.5,8,1,0.0,0,8,1
2022/8/27 20:00:00,18.3,8,1,0.5,0,8,1
2022/8/27 21:00:00,18.4,8,1,0,1,8,1
2022/8/27 22:00:00,18.4,8,1,0,1,8,1
2022/8/27 23:00:00,18.4,8,1,0,1,8,1
2022/8/28 00:00:00,18.5,8,1,0.0,0,8,1
2022/8/28 1:00:00,18.5,8,1,0.0,0,8,1
2022/8/28 2:00:00,17.9,8,1,0.5,0,8,1
2022/8/28 3:00:00,17.9,8,1,0.5,0,8,1
2022/8/28 4:00:00,18.2,8,1,0.0,0,8,1
2022/8/28 5:00:00,18.4,8,1,0.5,0,8,1
2022/8/28 6:00:00,18.4,8,1,0.5,0,8,1
2022/8/28 7:00:00,18.8,8,1,1.0,0,8,1
2022/8/28 8:00:00,18.8,8,1,0.5,0,8,1
2022/8/28 9:00:00,19.4,8,1,0.0,0,8,1
2022/8/28 10:00:00,19.3,8,1,0.0,0,8,1
2022/8/28 11:00:00,19.2,8,1,0.0,0,8,1
2022/8/28 12:00:00,17.8,8,1,0.0,0,8,1
2022/8/28 13:00:00,19.3,8,1,0.0,0,8,1
2022/8/28 14:00:00,18.9,8,1,0.0,0,8,1
2022/8/28 15:00:00,19.0,8,1,0.0,0,8,1
2022/8/28 16:00:00,18.7,8,1,0.0,0,8,1
2022/8/28 17:00:00,19.0,8,1,0.0,0,8,1
2022/8/28 18:00:00,18.8,8,1,0.0,0,8,1
2022/8/28 19:00:00,18.7,8,1,0,1,8,1
2022/8/28 20:00:00,18.4,8,1,0,1,8,1
2022/8/28 21:00:00,17.8,8,1,0,1,8,1
2022/8/28 22:00:00,17.2,8,1,0,1,8,1
2022/8/28 23:00:00,16.3,8,1,0,1,8,1
2022/8/29 00:00:00,15.8,8,1,0,1,8,1
2022/8/29 1:00:00,15.7,8,1,0,1,8,1
2022/8/29 2:00:00,15.0,8,1,0,1,8,1
2022/8/29 3:00:00,14.8,8,1,0,1,8,1
2022/8/29 4:00:00,14.4,8,1,0,1,8,1
2022/8/29 5:00:00,14.0,8,1,0,1,8,1
2022/8/29 6:00:00,13.9,8,1,0,1,8,1
2022/8/29 7:00:00,16.8,8,1,0,1,8,1
2022/8/29 8:00:00,19.7,8,1,0,1,8,1
2022/8/29 9:00:00,19.4,8,1,0,1,8,1
2022/8/29 10:00:00,19.9,8,1,0,1,8,1
2022/8/29 11:00:00,20.5,8,1,0,1,8,1
2022/8/29 12:00:00,20.6,8,1,0,1,8,1
2022/8/29 13:00:00,20.4,8,1,0,1,8,1
2022/8/29 14:00:00,20.7,8,1,0,1,8,1
2022/8/29 15:00:00,21.4,8,1,0,1,8,1
2022/8/29 16:00:00,21.0,8,1,0,1,8,1
2022/8/29 17:00:00,20.6,8,1,0,1,8,1
2022/8/29 18:00:00,19.7,8,1,0,1,8,1
2022/8/29 19:00:00,19.5,8,1,0,1,8,1
2022/8/29 20:00:00,19.5,8,1,0,1,8,1
2022/8/29 21:00:00,19.0,8,1,0,1,8,1
2022/8/29 22:00:00,18.7,8,1,0,1,8,1
2022/8/29 23:00:00,17.5,8,1,0,1,8,1
2022/8/30 00:00:00,17.7,8,1,0,1,8,1
2022/8/30 1:00:00,18.1,8,1,0,1,8,1
2022/8/30 2:00:00,16.9,8,1,0,1,8,1
2022/8/30 3:00:00,16.7,8,1,0,1,8,1
2022/8/30 4:00:00,16.8,8,1,0,1,8,1
2022/8/30 5:00:00,16.6,8,1,0,1,8,1
2022/8/30 6:00:00,16.6,8,1,0,1,8,1
2022/8/30 7:00:00,17.6,8,1,0,1,8,1
2022/8/30 8:00:00,19.4,8,1,0,1,8,1
2022/8/30 9:00:00,20.1,8,1,0,1,8,1
2022/8/30 10:00:00,20.3,8,1,0,1,8,1
2022/8/30 11:00:00,20.9,8,1,0,1,8,1
2022/8/30 12:00:00,20.4,8,1,0,1,8,1
2022/8/30 13:00:00,20.2,8,1,0,1,8,1
2022/8/30 14:00:00,20.4,8,1,0,1,8,1
2022/8/30 15:00:00,20.4,8,1,0,1,8,1
2022/8/30 16:00:00,19.9,8,1,0,1,8,1
2022/8/30 17:00:00,19.7,8,1,0,1,8,1
2022/8/30 18:00:00,19.3,8,1,0.0,0,8,1
2022/8/30 19:00:00,19.1,8,1,0.0,0,8,1
2022/8/30 20:00:00,19.1,8,1,1.5,0,8,1
2022/8/30 21:00:00,19.0,8,1,0.0,0,8,1
2022/8/30 22:00:00,18.5,8,1,0.0,0,8,1
2022/8/30 23:00:00,18.5,8,1,0.0,0,8,1
2022/8/31 00:00:00,18.6,8,1,0.0,0,8,1
2022/8/31 1:00:00,18.7,8,1,0.0,0,8,1
2022/8/31 2:00:00,18.6,8,1,0.0,0,8,1
2022/8/31 3:00:00,18.6,8,1,0.0,0,8,1
2022/8/31 4:00:00,18.5,8,1,0.0,0,8,1
2022/8/31 5:00:00,18.3,8,1,0.5,0,8,1
2022/8/31 6:00:00,18.0,8,1,0.0,0,8,1
2022/8/31 7:00:00,18.4,8,1,0.5,0,8,1
2022/8/31 8:00:00,18.9,8,1,1.0,0,8,1
2022/8/31 9:00:00,18.6,8,1,1.5,0,8,1
2022/8/31 10:00:00,18.9,8,1,1.0,0,8,1
2022/8/31 11:00:00,19.1,8,1,1.0,0,8,1
2022/8/31 12:00:00,18.9,8,1,0.5,0,8,1
2022/8/31 13:00:00,19.2,8,1,0.0,0,8,1
2022/8/31 14:00:00,19.2,8,1,1.0,0,8,1
2022/8/31 15:00:00,18.6,8,1,3.0,0,8,1
2022/8/31 16:00:00,18.3,8,1,4.0,0,8,1
2022/8/31 17:00:00,18.3,8,1,1.5,0,8,1
2022/8/31 18:00:00,18.3,8,1,1.5,0,8,1
2022/8/31 19:00:00,17.4,8,1,2.0,0,8,1
2022/8/31 20:00:00,16.3,8,1,4.0,0,8,1
2022/8/31 21:00:00,16.4,8,1,5.0,0,8,1
2022/8/31 22:00:00,16.7,8,1,2.5,0,8,1
2022/8/31 23:00:00,16.6,8,1,3.0,0,8,1
2022/9/1 00:00:00,16.0,8,1,2.0,0,8,1
